id,text,file_name,is_correct
11,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAAP1X6DxHZ8TDHtUCkNUqaUMqMIz4eAAAo8KAAJ1lQhJA199XivDz_oeBA.ogg,False
12,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_1/AwACAgIAAxkBAAIBAV-g8S3qmdu8zu03nE5KY7AZ32tLAAJqCQAC3HQJSWMin0UD33DcHgQ.ogg,False
13,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",audio/subfolder_1/AwACAgIAAxkBAAIBDF-g8Tv5sUav6JBjRfuGQP8nx7PvAAJrCQAC3HQJSe21_u_XzhfqHgQ.ogg,False
14,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAAO4X6Dw1oiqqtHsgvXxltbVTaEty2AAAvsKAALr7whJZbYU-mldqboeBA.ogg,False
15,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_2/AwACAgIAAxkBAAPuX6DxFqGm1GEpSAabP2RJYR-YWu0AAsgKAAIPAghJUIwJ0Gks-lYeBA.ogg,False
16,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_2/AwACAgIAAxkBAAIBBl-g8TEssRi6cm7qEFtsyr-Y6wn9AALLCgACxSQISaq1AlDYxuHkHgQ.ogg,False
17,"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",audio/subfolder_1/AwACAgIAAxkBAAIBEl-g8UFL7ixellYpNbK2uqeYLRzBAALMCgACxSQISZGBslUazi_5HgQ.ogg,False
18,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_2/AwACAgIAAxkBAAOzX6Dw0gcsgKb4aqro9Yqgv7Jd73oAAmoJAAJ4ywhJ7QuxsxD869oeBA.ogg,False
19,Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,audio/subfolder_1/AwACAgIAAxkBAAPxX6DxGWk6mcUgElMCeD7WJ3fTQacAApUIAAICGghJI39Te8rbcIIeBA.ogg,False
20,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_1/AwACAgIAAxkBAAIBHV-g8Ut9KTzTqlFbJfpvTPaef3ldAALsDQACyqwAAUn09FR0mfxkGR4E.ogg,False
21,Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,audio/subfolder_1/AwACAgIAAxkBAAIBIV-g8Uy26G5UOVJjqPeM4r_K4pDoAALMCgACDwIISZeOULio1OpeHgQ.ogg,False
22,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,audio/subfolder_1/AwACAgIAAxkBAAIXKV-kIfQznPEm-1GBFtfkzu9ELTgqAALRCQAC-MMgSaTK-Le1cRIrHgQ.ogg,False
23,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAIYTV-kt3s0_A8waN8W4jRklVHPxYr-AAIiCgACfN0YScM0-jTCfodQHgQ.ogg,False
24,"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",audio/subfolder_1/AwACAgIAAxkBAAIK9l-hp4FI_giM4buhcgNnT0HpeDTCAAIhCAAC-QoQSbEPx3XXiznKHgQ.ogg,True
25,Hali ham yosh bola ekansan.,audio/subfolder_1/AwACAgIAAxkBAAIKtl-hpjazPHo3gWKdgXrX-xmd-N2-AAMIAAL5ChBJYkoAAftStS21HgQ.ogg,True
26,Bolsheviklar ham xuddi shu ishni qilishadi,audio/subfolder_1/AwACAgIAAxkBAAIKeF-hpVGwsfewrkz4SM3ablOvwhuTAALkBwAC-QoQScRc2aD3IOHJHgQ.ogg,True
27,O’zbek musiqiy sana’ti afsonasi Ruslan Sharipov vafot etibdi.,audio/subfolder_2/AwACAgIAAxkBAAIR_l-i_frVgSlBG16FFxejZJRnLaNKAAIXCwACauUZSX1g0MBzZ9vpHgQ.ogg,True
28,"AQShda bugun saylov kuni. Har gal saylovlar boʻlsa, quyidagi gap esimga keladi.",audio/subfolder_1/AwACAgIAAxkBAAISOl-jAAGcLFVMKHRoJPJVkW0YXW0SZwACywkAAtY8GElYPAidQGT-Mx4E.ogg,True
29,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAMpX51e2JJNEdZNGqMeEcxlXKQj2vIAAjwIAAIirelI38msll9rcQQbBA.ogg,True
30,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_2/AwACAgIAAxkBAAN4X5_lOv6uIWac55qN8pNfXjTCD60AAs4JAAIMOwABSeUvbd3PtllzHgQ.ogg,True
31,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_2/AwACAgIAAxkBAAN_X5_lqIk__jvNXbpK6D2nj4ZGiV4AAs8JAAIMOwABSc1IlPTxFIX1HgQ.ogg,True
32,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_2/AwACAgIAAxkBAAPUX6Dw92HJnm3vIdt4Mc4I-gpUv-kAAvwKAALr7whJSDQWnUrx8MUeBA.ogg,True
33,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAAOFX5_7bHVGpulxbin8YsmyQWP65RQAAuIJAAK0HwFJyw8hgn62oDYeBA.ogg,True
34,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_1/AwACAgIAAxkBAAOHX5_7jkdHbBJCH6vzhCxHknE2nLUAAuQJAAK0HwFJJCz2rtr4uiIeBA.ogg,True
35,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_1/AwACAgIAAxkBAAPmX6DxEMPchGQN3H0gVgw34VEZWl0AAm0JAAJ4ywhJ7gpg6lICpzMeBA.ogg,True
36,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_1/AwACAgIAAxkBAAPfX6DxA7RKYVh62r18X7Q0wgdRPSAAAv0KAALr7whJLYHuJszWXYweBA.ogg,True
37,Lekin buni kamida bir yil sinash kerak.,audio/subfolder_1/AwACAgIAAxkBAAIBB1-g8TLziatVP94RsVzN4FXgPDCSAAIBCwAC6-8ISe2YRn3rAAGY1x4E.ogg,True
38,"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",audio/subfolder_2/AwACAgIAAxkBAAIBEF-g8T13UGHz_DHJjRxE4S6qWS77AAICCwAC6-8ISRq-a1saVsqPHgQ.ogg,True
39,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,audio/subfolder_1/AwACAgIAAxkBAAIBFF-g8UPBOD8zAAEWtpRoEdmTUpuLKAACAwsAAuvvCEmujuZFKI0-eR4E.ogg,True
40,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAAPOX6Dw8a4AAZPokjb8eBjagPfqx9qVAAJrCQACeMsISZ2TO8bENnbGHgQ.ogg,True
41,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAANOX56juIXrukHIAgWQtNSLzEtaqBkAAsgJAAIirflIwAoNq8AsqdweBA.ogg,True
42,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_2/AwACAgIAAxkBAANoX5-SDq31ymoWZcD0hHAadtMjKsMAAtEGAALm4AFJba5vfVYOAdoeBA.ogg,True
43,"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",audio/subfolder_1/AwACAgIAAxkBAAPzX6DxHFsZp-xFKDKtS7YxmOAWls8AAm4JAAJ4ywhJ3XTiHfpX6WgeBA.ogg,True
44,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_2/AwACAgIAAxkBAAPhX6DxBfXQrUXU3_232NE031ju0YQAAmwJAAJ4ywhJUrlRZpiQt_8eBA.ogg,True
45,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",audio/subfolder_2/AwACAgIAAxkBAAP3X6DxID5VWwd8tw9PZ8Wrp5dHGc0AAv8KAALr7whJya24vqj-jxceBA.ogg,True
46,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,audio/subfolder_1/AwACAgIAAxkBAAP8X6DxKEBNqrIxYSo5HkkKMYkb3sYAAwsAAuvvCEkr5xm1Z_k01x4E.ogg,True
47,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_2/AwACAgIAAxkBAAIBBF-g8S9A383Cq_-cekWkAuuk5jldAALrDQACyqwAAUny-OJCb67APR4E.ogg,True
48,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",audio/subfolder_1/AwACAgIAAxkBAAP-X6DxKWluAAH3SayELW762H1r8gf1AAJvCQACeMsIScFO10zOMoiJHgQ.ogg,True
49,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAN9X5_lkGjkctTyuFW6cJt-9CFAvbUAArsJAAK0HwFJMxH7aJbeS6UeBA.ogg,True
50,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_2/AwACAgIAAxkBAAOBX5_lyTk3h1jG8gdcj29_IC2oP-gAAtAJAAIMOwABSRYT_ClNOVqyHgQ.ogg,True
51,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAPLX6Dw7Md0Xkzh9eWqDXV3o1pLhR0AAsEKAAK7IghJsQePEEynULIeBA.ogg,True
52,vazirlar mahkamasi yangi saylangan O'zbekiston respublikasi oliy majlisi oldida o'z vakolatlarini zimmasidan soqit qiladi.,audio/subfolder_1/AwACAgIAAxkBAAPjX6DxCTC1N4UoFral2Y78QNBcqk8AAscKAAIPAghJUHjp-oah3OAeBA.ogg,True
53,"Bu jarayonda mashinaning ichki yonuv dvigateli va uzatmalar qutisi olib tashlanadi, o‘rniga elektr dvigatel, reduktor va kontrollyor o‘rnatiladi.",audio/subfolder_1/AwACAgIAAxkBAAIBFV-g8UR4DlqyS17UbjT4ltfjbgyoAALLCgACDwIIScWoWJEzXScgHgQ.ogg,True
54,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",audio/subfolder_1/AwACAgIAAxkBAAIBJ1-g8VGN0g0I2ugNcG9QxJqyFXM3AALNCgACxSQISfuWCBHTxTTnHgQ.ogg,True
55,"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",audio/subfolder_2/AwACAgIAAxkBAAIBil-g8ZI4B0ET-sqUCcj-794pPO4hAAKcCAACAhoISQ3dN5sTza4UHgQ.ogg,True
56,Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,audio/subfolder_1/AwACAgIAAxkBAAIZIF-kx13bm9VB7Kdd5_7XtZtudnL8AAKDCgACpu4pSQwd4N1IN_y-HgQ.ogg,False
57,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,audio/subfolder_1/AwACAgIAAxkBAAIBNV-g8VtcFe0uedT7ZaHt2Tw4UzW3AALOCgACxSQISTmpOsIntuHgHgQ.ogg,False
58,Olomon qurol-aslaha omborlariga hujum qiladi,audio/subfolder_1/AwACAgIAAxkBAAIUPV-jdRtfkacZ5GoxfGWS6kjr9YGHAALRCAAC9RogSbNIiw3p58cOHgQ.ogg,False
59,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_2/AwACAgIAAxkBAAIUIF-jSOHuVxcE4tPZo50K_fKSwGdDAAI-DgACfFUZSS3qGN2mI5JKHgQ.ogg,False
60,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,audio/subfolder_1/AwACAgIAAxkBAAIXLF-kIuVaGx_rsVZ4dnuLP_h5mlh0AALSCQAC-MMgSQHfgVKpV1XtHgQ.ogg,False
61,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAIXP1-kLqUovjYKeeZ-cKkJm7rjHNVQAAIUCQACvx8oSc5Y2PRgd-I7HgQ.ogg,False
62,Lekin buni kamida bir yil sinash kerak.,audio/subfolder_2/AwACAgIAAxkBAAIXrF-kow5XTZPeFz6cbOkSrmHodZLkAAIQCgACamIpScgvZeFo61yUHgQ.ogg,False
63,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_2/AwACAgIAAxkBAAIYwl-kvkBP1MU6JX5CIwnNckVxa3CsAAKcCQAC6uwpSdudX7NO6vdtHgQ.ogg,False
64,Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,audio/subfolder_1/AwACAgIAAxkBAAIZKF-kx4AO9VtLHMtLuUyVVgduvryMAAKHCgACpu4pSe6fPYQ7Vrq_HgQ.ogg,False
66,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,audio/subfolder_1/AwACAgEAAxkBAAJCQl_bm1uCQtKumlkfxg8LX_Q5D8RyAAKIAQACMC3gRpCDum-drjj_HgQ.ogg,False
67,Bu kutubxonaning elektron shaklidir.,audio/subfolder_1/AwACAgIAAxkBAAJa5GAzZnPHt82d9y7IaFRea8IYTrAhAAI6CQACQh-ZSZfTHjb6arQIHgQ.ogg,False
68,Monopoliyaga qarshi kurashish qo‘mitasi tomonidan qonun hujjatlari talablari buzilganligi holati yuzasidan xususiy ajrim chiqarish yo‘li bilan munosabat bildirildi.,audio/subfolder_1/AwACAgIAAxkBAAJcYmAzaYy657dftJOhLisRfna3OkFdAAJTCQACQh-ZSYrm7aEhHxVnHgQ.ogg,False
69,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",audio/subfolder_2/AwACAgIAAxkBAAJdHGAzasgitAvprk6wATPvkA37Ci3BAAJGCwACLWmYSbmhujVzGci3HgQ.ogg,False
70,"Bilishim boʻyicha, oʻsha voqealar haqida koʻp maʼlumotlar haliyam sir saqlanadi.",audio/subfolder_1/AwACAgIAAxkBAAJe3GAzbd0YzlFYQbPRFX5KpFkejBHCAALPCQACchGYSST3uDXcTxVbHgQ.ogg,False
71,"o‘simlik va paxta yog‘lari, shuningdek, shakar narxi hamon qimmatligicha qolayotgani, bodring narxi keskin ko‘tarilgani oydinlashmoqda.",audio/subfolder_1/AwACAgIAAxkBAAJypWAzq9qzcefiEuXg-PBRZNLCj0LLAALVDgACe9qgSQyojk0yx8rvHgQ.ogg,False
72,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",audio/subfolder_1/AwACAgIAAxkBAAJy4GAzrM720X3IzOgD6L_aozroszvCAAIjCgAC9RmYSQvgVgnSOg40HgQ.ogg,False
73,Ezgulik daryosi nima,audio/subfolder_2/AwACAgIAAxkBAAJ1PWAzstnm8YHwqVc12GkXHZB3KyZ6AAIHDwACe9qgSerqiFKuNiqDHgQ.ogg,False
74,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",audio/subfolder_1/AwACAgIAAxkBAAJ192Azs97MScfOXSrGWdirOQlJZGz6AAINDQACmI-YScCdqQABEtF3Tx4E.ogg,False
75,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,audio/subfolder_1/AwACAgIAAxkBAAILNl-hqIKoKwjSquR2bfTOJerDaqLlAAJ3CQAC7FIQSYJAmu5Ng81AHgQ.ogg,True
76,Chopar mulzam holda yerga qarabdi,audio/subfolder_1/AwACAgIAAxkBAAIKuF-hpj3ByJlGg4ul44--LWwAAvcQAAIBCAAC-QoQSXV4ezWZMRd0HgQ.ogg,True
77,Birortalari ham bironta podsho huzurida bo‘lmagan,audio/subfolder_1/AwACAgIAAxkBAAIKel-hpVkvHtFu-bCAYboHL48L11p4AALlBwAC-QoQSWbbs8DSjiyPHgQ.ogg,True
78,Seminarlarda faol qatnashgan barchangizga oʻz minnatdorchiligimni bildiraman.,audio/subfolder_2/AwACAgIAAxkBAAISCl-i_mPBHMioaOfMMPz68jbQyaFOAAKwCQAC1jwYSf3hfA_mIuDcHgQ.ogg,True
79,Sizning iqtibosingizni muxlislar tanlaydi,audio/subfolder_1/AwACAgIAAxkBAAISRF-jAAH3KgksLU9PqFPKPdQNlvialQACzgkAAtY8GEkxlfN5fstBDx4E.ogg,True
80,"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",audio/subfolder_2/AwACAgEAAxkBAAIUZF-jjupD9Wkd24JuPgKgfshb7QSnAAKjAAMKESFFPhTYvfjocOYeBA.ogg,True
81,Bunday ta’qib sovet hukumatini tashvishlantirib qo‘yadi,audio/subfolder_1/AwACAgIAAxkBAAIVE1-jtQ9qbsUXxmSouWkNT-zPKkpoAAIrCQACwJ8YSWII0xBnn6jaHgQ.ogg,True
82,Bizning Marg‘ilonda bir qiz bor.,audio/subfolder_1/AwACAgIAAxkBAAIVU1-jtgVo8h6RAmqh0UO3DZEQQAlnAAJLCQACwJ8YSVFPVbMpynM2HgQ.ogg,True
83,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,audio/subfolder_1/AwACAgIAAxkBAAIHFF-hFgSLXiFs92zHEQHiX3kWw-ECAAJMCQAC0D0ISRqLgd98SANKHgQ.ogg,True
84,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",audio/subfolder_2/AwACAgIAAxkBAAJBE1_SZVSDW2Y4_UWenLdpdwABrW5sTwAClQkAAqgskUr05yk8nRgBSB4E.ogg,True
85,Odamlarning tabaqaga bo‘linishi bekor qilinadi,audio/subfolder_2/AwACAgEAAxkBAAJZ8WAzY-A_iVjuVKXxao8Tqof_CrZFAAKGAQACBfKYRaUrgAndFdwtHgQ.ogg,True
86,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",audio/subfolder_1/AwACAgIAAxkBAAJaLmAzZQacxuUbgDGtqNjtbkRt5lJXAALSCgAC1_CZSQtr3RMwTL-9HgQ.ogg,True
87,Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,audio/subfolder_1/AwACAgIAAxkBAAJao2AzZgq7KPHNaICTBN96D7vGGieLAALeCgAC1_CZST1P7tYf0zTOHgQ.ogg,True
88,U xotiniga sadoqatli chiqib qoldi,audio/subfolder_2/AwACAgIAAxkBAAJbZGAzZyhPaIlYO6MsQrzcuqKaAcuxAAL9CgAC1_CZSdIBvUZsgIcoHgQ.ogg,True
89,Bozor iqtisodiyoti va undagi davlatning o’rnini shunga qiyoslasa bo’ladi.,audio/subfolder_1/AwACAgEAAxkBAAJcJGAzaPmHpSJXVbTwIaIdEflmRL_qAALqAQACBfKYRRW7YA1up3IdHgQ.ogg,True
90,Qanday fikrlash mumkin?,audio/subfolder_1/AwACAgEAAxkBAAJd22Aza7purIb_vZOFKuevwgNLAAHpTwACFwIAAgXymEUMLvSp3nPDqB4E.ogg,True
91,Odamlarning tabaqaga bo‘linishi bekor qilinadi,audio/subfolder_1/AwACAgIAAxkBAAJeG2AzbBUj62PFv6OYmLHP1DP3CGjGAAKxCwACSwiYSUX9zfK0v0siHgQ.ogg,True
92,U xotiniga sadoqatli chiqib qoldi,audio/subfolder_1/AwACAgIAAxkBAAJeK2AzbDbxN4SLDnWqxMPjNIPViOSjAAK0CwACSwiYSdmpFH53AgYBHgQ.ogg,True
93,Ammo u yolg‘iz emasdi,audio/subfolder_1/AwACAgIAAxkBAAJem2AzbQu8poYp4Cp7FMbhPhyDC9NIAALPCwACSwiYSVr2DLnNEIG6HgQ.ogg,True
94,"Bashorat qilish juda qiyin narsa, ayniqsa kelajakda nima bo’lishini bashorat qilish.",audio/subfolder_2/AwACAgIAAxkBAAJfHWAzbqx23-aD4tQxfAqHZ16Wb6KeAALuCwACSwiYSZMquXjxPJfvHgQ.ogg,True
95,Uch oyda uch trillion dollar qarz,audio/subfolder_1/AwACAgIAAxkBAAJxD2Azoee5btg0fp7WkER14nNhyd8YAAK_DAACSwiYSQd8AYI4Zv-ZHgQ.ogg,True
96,Baxt hammani o'z qo'lida yoki yonida,audio/subfolder_1/AwACAgIAAxkBAAJxTWAzolDLZsPjfDHkQkQ4fVqJz_nxAAJ_DAACMbKhSSc2HkvrCnd5HgQ.ogg,True
97,Pomidor va bodring ayrim hududlar markazlarida keskin qimmatlagan.,audio/subfolder_1/AwACAgIAAxkBAAJxjGAzotlUzBOtD53khgzRddj-WQT6AAK4DQACQ12gSfAyP6hN2YRrHgQ.ogg,True
98,"Bu farmonda siz aytganingizdek, lotin yozuviga to‘liq o‘tish yuzasidan topshiriqlar ham belgilangan.",audio/subfolder_1/AwACAgIAAxkBAAJxzGAzpAXUo3F6qoC0tDOeQSd54UH6AAKjDAACMbKhSWvN_hIu2n8AAR4E.ogg,True
99,Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,audio/subfolder_1/AwACAgIAAxkBAAJyDGAzp2h5Yye8YFLPDyA5CQxUyttSAALuDAAC-gWhSd_tObSyuKT8HgQ.ogg,True
100,"Shuningdek, boshqaruv matematik modelini yaratyapmiz.",audio/subfolder_1/AwACAgIAAxkBAAJzGmAzrmuNeQkfnSehr9dnOoMGeGrOAAKeCQACLiGgSXQvBPV9G_2OHgQ.ogg,True
101,"Faqat Unga ishonish, Uning yozganiga, qadariga rozi boʻlish va har narsaga shukr qila bilish kerak halos",audio/subfolder_2/AwACAgIAAxkBAAJzU2Azr9IBWwxBAAGOVe7563vawIBERwAC4gwAAjGyoUnyi-BFV_cimx4E.ogg,True
102,"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",audio/subfolder_1/AwACAgIAAxkBAAJzzGAzsNFnpJ6UtU6t_1VJ_AZ31Hh_AAJnDwAC0lugSSqThiK-TLCMHgQ.ogg,True
103,Ammo nega bularni soʻrading,audio/subfolder_1/AwACAgIAAxkBAAJ0C2AzsTcUOp8dbBc5EkhQGGrLaX6EAAIMDQACMbKhSX9purs7tY6AHgQ.ogg,True
